4.25,-5.92,-1.28
2.22,0.42,1.46
-4.33,6.92,3.53
-1.38,3.2,3.6
8.2,-4.98,9.46
3.62,1.74,18.78
4.04,20.96,21.9
-6.53,18.7,21.05
-7.24,9.64,14.23
-5.33,6.59,7.26
-9.04,-0.33,2.93
-9.71,-3.16,-0.59
-12.28,2.76,0.82
-11.63,3.43,5.44
-8.76,-0.98,13.09
-6.11,-2.01,22.09
-4.9,0.9,16.02
3.95,-2.05,10.81
6.02,0.33,9.33
4.64,1.97,9.08
2.2,-0.77,11.84
0.1,-0.27,12.87
-4.16,1.76,16.07
-4.14,1.28,20.9
-5.44,6.51,23.3
-11.19,11.63,19.45
-9.87,3.08,7.17
-5.98,-0.08,2.57
-4.35,0.79,1.11
-8.39,2.68,-0.73
-8.24,2.09,1.61
-4.64,2.3,5.8
-4.37,3.39,9.58
6.65,0.08,14.04
0.17,-2.82,16.53
0.54,-3.51,16.15
2.15,5.17,13.41
4.08,-0.25,6.3
4.18,-1.99,5.17
1.74,1.65,6.82
3.1,3.41,13.68
-0.48,5.52,17.64
-1.21,9.56,20.12
-5.25,9.66,19.48
-7.68,4.5,10.04
-5.31,0.27,4.46
-3.66,-0.13,2.03
-5.4,0.04,-0.36
-4.64,1.82,-0.5
-3.22,3.49,4.27
-5.65,1.53,9.27
-2.59,0,20.33
-4.92,1.86,20.5
-3.85,6.55,16.86
3.68,7.34,12.49
6.21,-0.11,6.65
3.08,-4.83,3.77
4.2,-4.2,2.45
5.12,1.23,4.04
5.04,5.54,8.3
2.34,3.76,14
3.31,8.45,19.52
-4.41,10,19.45
-6.21,4,12.76
-1.07,-0.17,8.66
-0.92,-0.67,5.79
-4.29,0.17,6.3
-5.36,1.19,5.38
-3.98,1.9,4.5
-4.23,0.59,6.36
-7.87,-4.27,13.12
-6.26,1.05,14.6
-3.74,-0.34,12.07
-1.71,2.13,11.8
-1.42,-0.88,8.68
-0.02,0.48,9.52
-0.65,-0.61,8.41
-0.69,-2.22,6.82
-1,-0.27,6.09
-2.39,1.11,8.43
-2.57,-1.76,9.31
-1.03,0.67,10.4
-2.41,-0.61,10.67
-2.36,-1.42,9.85
-2.99,-0.92,9.83
-2.15,-0.5,9.48
-2.16,-1.92,9.18
-3.31,-2.41,8.95
-2.66,-1.84,9.79
-3.03,-1.21,10.15
-2.26,-1.71,9.16
-1.92,-2.39,9.56
-2.39,-1.97,9.71
-2.82,-2.59,9.18
-0.79,-2.09,9.79
-1.09,-0.77,9.92
-0.94,-1.57,9.56
-0.82,-1.57,8.95
-0.84,-2.39,9.37
-0.61,-2.2,9.66
-0.65,-2.62,9.22
