44050.000,0.398,1.540,0.703
44051.000,0.380,1.540,0.682
44052.000,0.353,1.530,0.650
44053.000,0.416,1.510,0.671
44054.000,0.389,1.500,0.650
44055.000,0.389,1.540,0.639
44056.000,0.344,1.500,0.650
44057.000,0.380,1.580,0.639
44058.000,0.389,1.540,0.650
44059.000,0.353,1.540,0.650
44060.000,0.380,1.520,0.671
44061.000,0.326,1.530,0.650
44062.000,0.353,1.500,0.661
44063.000,0.389,1.510,0.650
44064.000,0.389,1.510,0.650
44065.000,0.389,1.550,0.692
44066.000,0.335,1.520,0.650
44067.000,0.371,1.560,0.682
44068.000,0.371,1.570,0.714
44069.000,0.335,1.520,0.661
44070.000,0.389,1.590,0.671
44071.000,0.398,1.510,0.671
44072.000,0.353,1.540,0.661
44073.000,0.380,1.510,0.650
44074.000,0.362,1.530,0.692
44075.000,0.371,1.510,0.682
44076.000,0.326,1.550,0.650
44077.000,0.326,1.490,0.682
44078.000,0.335,1.530,0.671
44079.000,0.335,1.540,0.639
44080.000,0.344,1.540,0.608
44081.000,0.335,1.540,0.639
44082.000,0.407,1.540,0.714
44083.000,0.335,1.590,0.703
44084.000,0.335,1.610,0.682
44085.000,0.362,1.570,0.671
44086.000,0.317,1.560,0.714
44087.000,0.389,1.540,0.639
44088.000,0.353,1.530,0.692
44089.000,0.344,1.520,0.682
44090.000,0.353,1.520,0.692
44091.000,0.317,1.510,0.639
44092.000,0.317,1.530,0.639
44093.000,0.353,1.530,0.682
44094.000,0.344,1.560,0.661
44095.000,0.344,1.570,0.661
44096.000,0.344,1.550,0.661
44097.000,0.362,1.520,0.661
44098.000,0.353,1.540,0.639
44099.000,0.344,1.570,0.724
44100.000,0.362,1.540,0.682
44101.000,0.308,1.570,0.682
44102.000,0.380,1.530,0.692
44103.000,0.371,1.530,0.639
44104.000,0.398,1.500,0.703
44105.000,0.335,1.530,0.682
44106.000,0.362,1.580,0.597
44107.000,0.353,1.550,0.661
44108.000,0.362,1.520,0.714
44109.000,0.335,1.490,0.629
44110.000,0.371,1.500,0.650
44111.000,0.362,1.520,0.735
44112.000,0.353,1.540,0.682
44113.000,0.362,1.550,0.639
44114.000,0.380,1.550,0.608
44115.000,0.353,1.520,0.639
44116.000,0.398,1.520,0.682
44117.000,0.389,1.550,0.692
44118.000,0.389,1.530,0.682
44119.000,0.317,1.510,0.671
44120.000,0.380,1.520,0.671
44121.000,0.335,1.570,0.661
44122.000,0.344,1.560,0.650
44123.000,0.362,1.560,0.650
44124.000,0.371,1.540,0.703
44125.000,0.362,1.520,0.692
44126.000,0.398,1.520,0.608
44127.000,0.344,1.530,0.692
44128.000,0.362,1.560,0.682
44129.000,0.371,1.470,0.661
44130.000,0.353,1.510,0.661
44131.000,0.371,1.540,0.661
44132.000,0.353,1.490,0.714
44133.000,0.255,1.510,0.618
44134.000,0.389,1.520,0.671
44135.000,0.335,1.520,0.597
44136.000,0.380,1.500,0.650
44137.000,0.398,1.540,0.682
44138.000,0.362,1.580,0.639
44139.000,0.380,1.540,0.639
44140.000,0.380,1.560,0.639
44141.000,0.398,1.520,0.650
44142.000,0.389,1.520,0.661
44143.000,0.407,1.550,0.671
44144.000,0.335,1.510,0.639
44145.000,0.344,1.540,0.661
44146.000,0.380,1.540,0.629
44147.000,0.389,1.520,0.639
44148.000,0.380,1.500,0.703
44149.000,0.353,1.570,0.671
44150.000,0.353,1.590,0.714
44151.000,0.398,1.540,0.650
44152.000,0.335,1.540,0.703
44153.000,0.353,1.550,0.629
44154.000,0.344,1.520,0.618
44155.000,0.371,1.480,0.692
44156.000,0.416,1.540,0.639
44157.000,0.398,1.550,0.682
44158.000,0.371,1.560,0.661
44159.000,0.344,1.560,0.703
44160.000,0.353,1.560,0.682
44161.000,0.389,1.560,0.639
44162.000,0.344,1.520,0.671
44163.000,0.326,1.510,0.608
44164.000,0.362,1.550,0.661
44165.000,0.353,1.530,0.650
44166.000,0.362,1.510,0.639
44167.000,0.335,1.520,0.671
44168.000,0.353,1.550,0.618
44169.000,0.326,1.550,0.671
44170.000,0.371,1.510,0.597
44171.000,0.371,1.520,0.661
44172.000,0.282,1.500,0.608
44173.000,0.344,1.540,0.692
44174.000,0.380,1.520,0.639
44175.000,0.353,1.480,0.608
44176.000,0.344,1.510,0.608
44177.000,0.335,1.500,0.639
44178.000,0.398,1.550,0.650
44179.000,0.344,1.510,0.650
44180.000,0.353,1.490,0.639
44181.000,0.380,1.540,0.682
44182.000,0.353,1.560,0.650
44183.000,0.434,1.580,0.724
44184.000,0.371,1.500,0.682
44185.000,0.362,1.570,0.682
44186.000,0.371,1.550,0.650
