-18.22,2.13,-0.11
-15.79,1.32,-0.33
-13.09,2.76,0.36
-12.97,4.16,-0.44
-12.4,4.04,-1.13
-9.67,2.62,-0.56
-7.18,1.65,0
-6.09,0.86,0.31
-5.46,0.67,0.13
-5.59,1.21,0.27
-6.9,1.99,0.29
-7.82,1.92,0
-8.43,1.71,-0.34
-11.46,1.97,-0.75
-11.4,1.8,-0.19
-10.94,2.26,-0.11
-12.61,3.74,0.29
-15.04,5.15,0.82
-15.73,5.71,0.61
-13.99,4.39,0.63
-11.44,1.86,0.94
-9.75,-1,1.72
-8.97,-2.45,1.49
-9.41,-0.13,1.34
-10.08,1.67,1.99
-11.92,2.84,2.13
-14.22,3.7,2.87
-13.03,2.97,3.03
-15.48,3.08,2.36
-14.37,1.99,1.42
-13.76,2.49,0.75
-14.48,4.18,-0.08
-16.44,5.31,-0.71
-12.99,3.64,-1.21
-10.08,2.64,-0.82
-8.18,2.18,-0.13
-6.82,1.84,-0.36
-5.56,1.8,-0.02
-5.17,1.72,-0.21
-6.67,1.55,-0.67
-6.55,1.49,-0.29
-8.83,1.42,-0.23
-11.07,2.41,-0.86
-12.8,2.76,-0.5
-12.66,3.22,-0.65
-13.01,4.66,0.13
-14.02,4.1,-0.06
-13.7,3.98,0.19
-13.3,2.66,0.5
-12.45,0.57,0.82
-11.04,-0.86,0.63
-10.81,-2.24,-0.08
-9.92,-2.2,-0.02
-12.49,-0.73,0.84
-13.53,1.19,1.48
-12.64,2.57,2.13
-13.2,2.64,2.53
-12.68,1.46,2.18
-13.74,1.36,1.05
-16.15,3.39,-0.13
-17.4,4.58,-1.03
-17.01,4.62,-1.46
-14.39,4.12,-1.42
-11.63,4.06,-1.15
-9.29,3.3,-0.86
-7.72,3.39,-0.33
-6.78,3.08,-0.42
-6.15,2.51,-0.15
-5.77,1.78,-0.42
-5.21,1.59,-0.56
-5.58,1.84,-0.34
-9.16,2.16,-0.25
-9.89,1.42,0.1
-10.52,1.11,0.67
-12.82,2.61,1.95
-17.05,3.45,3.16
-16.02,1.3,3.31
-13.7,-0.73,3.03
-11.95,6.48,3.81
-11.46,0.04,0.71
-8.99,-1.92,0.21
-10.48,-1.53,0.73
-10.46,-3.3,1.55
-10.69,-2.22,2.18
-11.42,-0.06,1.63
-12.34,1.82,0.82
-15.08,2.26,0.31
-12.18,2.55,-0.19
-12.3,2.76,0.52
-11.8,4.29,0
-10.56,8.7,-0.08
-7.36,11.21,0.48
-7.55,9.81,0.9
-8.24,9.56,2.51
-9.39,9.67,3.54
-10.19,10.88,4.46
-11.48,10.08,3.08
-13.24,8.83,2.34
-14.37,7.66,1.21
-14.52,6.4,0.96
-13.51,5,0.44
