-7.97000,-2.49000,-0.52000
-9.71000,-2.38000,-0.77000
-9.12000,-1.99000,-1.51000
-8.31000,-2.74000,-0.86000
-8.79000,-2.22000,-1.17000
-9.73000,-1.69000,-1.40000
-7.84000,-2.32000,-0.75000
-8.54000,-2.97000,-1.07000
-9.54000,-4.18000,-0.36000
-13.26000,-4.16000,-1.90000
-12.57000,-5.35000,-0.86000
-8.24000,-5.17000,-0.57000
-8.49000,-3.97000,-0.48000
-9.45000,-3.74000,-0.31000
-8.41000,-3.31000,-0.94000
-7.85000,-2.95000,-0.75000
-8.20000,-3.76000,-0.73000
-8.95000,-4.37000,-0.52000
-8.64000,-3.51000,-0.21000
-8.54000,-3.47000,-0.29000
-9.81000,-3.62000,-0.88000
-9.25000,-3.31000,-1.90000
-15.06000,-3.39000,-1.92000
-10.92000,-3.74000,-1.63000
-7.95000,-3.77000,-1.95000
-9.06000,-2.87000,-2.47000
-8.20000,-2.74000,-2.74000
-8.45000,-2.74000,-2.99000
-9.69000,-2.61000,-3.01000
-9.46000,-2.39000,-3.12000
-10.17000,-2.74000,-3.20000
-9.87000,-2.57000,-2.93000
-9.87000,-2.41000,-2.16000
-8.76000,-1.80000,-1.71000
-9.77000,-1.34000,-1.55000
-13.30000,-1.28000,-2.47000
-9.98000,-2.39000,-0.92000
-7.87000,-1.93000,-0.52000
-10.19000,-2.80000,-0.54000
-10.04000,-3.72000,-0.63000
-9.64000,-2.70000,-0.54000
-9.25000,-1.82000,-0.48000
-9.23000,-0.82000,-0.44000
-9.02000,-0.56000,-0.02000
-8.77000,-0.44000,0.00000
-9.20000,-1.05000,0.44000
-9.45000,-1.17000,0.75000
-9.87000,-1.03000,0.23000
-11.13000,-1.38000,-0.23000
-14.43000,-3.31000,-0.27000
-10.23000,-4.16000,-0.17000
-7.28000,-4.66000,-0.02000
-10.25000,-4.16000,-0.61000
-9.79000,-2.66000,-0.90000
-9.96000,-1.90000,-0.50000
-9.56000,-1.05000,-0.50000
-9.58000,-0.94000,-0.52000
-9.71000,-1.13000,-0.59000
-9.89000,-1.36000,-0.57000
-9.87000,-1.55000,-0.54000
-10.52000,-1.21000,-0.27000
-12.26000,-0.25000,-0.67000
-10.67000,-1.32000,-0.10000
-8.51000,-1.76000,0.29000
-9.87000,-1.88000,0.08000
-10.50000,-0.98000,0.63000
-9.66000,-1.36000,0.65000
-8.60000,-2.09000,0.44000
-9.27000,-2.53000,0.21000
-9.41000,-2.49000,0.40000
-9.08000,-2.38000,1.05000
-8.54000,-2.03000,1.30000
-10.04000,-1.59000,0.63000
-13.77000,-2.03000,-0.31000
-13.05000,-3.58000,-0.08000
-9.50000,-3.53000,-0.15000
-8.93000,-2.80000,-0.25000
-9.73000,-1.92000,-0.59000
-11.34000,-2.07000,-0.71000
-9.33000,-1.55000,-0.88000
-9.22000,-1.40000,-0.50000
-8.76000,-1.51000,-0.33000
-8.89000,-1.57000,-0.42000
-8.89000,-1.09000,-0.23000
-9.92000,-0.94000,-0.40000
-12.70000,-0.69000,-0.36000
-11.17000,-1.72000,0.25000
-9.39000,-2.34000,0.63000
-9.96000,-2.76000,0.48000
-10.50000,-2.36000,0.67000
-9.52000,-2.45000,1.09000
-8.85000,-2.51000,0.75000
-8.62000,-2.87000,1.21000
-9.37000,-3.33000,1.03000
-9.12000,-5.27000,1.42000
-8.74000,-5.71000,0.38000
-10.96000,-8.31000,-0.10000
-15.86000,-7.97000,-0.46000
-11.97000,-7.89000,0.46000
-11.48000,-7.87000,0.50000
-9.96000,-6.67000,0.98000
