9.04,2.74,1.03
7.15,2.38,1.25
7.03,3.08,3.6
8.47,2.76,3.6
7.7,2.18,4.21
8.76,2.68,3.93
8.51,3.07,3.43
10.4,4.16,2.66
7.66,2.84,2.59
7.72,2.62,2.93
11.38,3.47,2.03
9.29,2.07,1.74
7.11,2.09,2.2
6.4,2.62,3.12
8.58,2.41,2.3
8.87,1.36,1.95
9.98,1.67,2.53
9.31,2.47,3.37
11.07,3.18,3.41
8.79,2.55,3.24
12.63,3.7,3.33
9.12,2.13,2.15
6.72,2.45,2.87
14.43,4.5,1.13
10.88,1.46,0.57
9.85,1.32,1.11
9.83,1.9,1.02
8.47,2.32,1.19
7.17,2.36,1.42
7.03,0.86,1.8
6.69,0.04,1.8
6.76,1.21,2.36
9.52,1.17,1.28
9.75,1.28,1.36
10.54,2.72,2.85
12.78,2.61,2.45
10.77,2.38,2.36
8.89,2.24,2.85
9.35,1.63,2.53
9.69,2.93,2.49
8.53,4.14,2.87
8.24,4.31,3.97
9.08,4.04,3.31
10.42,5.29,3.93
11.92,3.87,1.88
8.2,2.64,2.22
8.41,3.51,2.91
14.69,3.45,0.17
9.77,1.34,1.55
11.13,1.49,0.59
8.31,2.85,2.41
10.48,2.59,0.5
7.34,1.36,1.28
8.28,1.71,1.19
6.76,1.25,2.01
7.24,0.42,1.88
10.33,1.02,1.67
8.79,1.11,2.09
9.9,1.92,1.99
10.75,2.87,2.85
13.16,3.53,2.13
10.08,2.11,2.03
9.35,1.95,2.45
8.2,2.57,2.11
7.61,3.24,2.28
7.55,2.95,2.15
8.33,2.39,2.32
8.74,2.61,2.45
12.53,3.35,2.47
10.31,1.4,2.28
8.08,1.88,3.31
11.88,3.83,3.33
13.16,2.24,1.92
10.98,-0.52,1.42
10.29,-0.08,1.51
9.98,1.32,1.51
8.81,0.21,1.17
8.07,0.1,1.11
7.93,1.48,0.88
8.22,2.57,1.38
9.77,2.3,1
7.7,2.39,1.28
8.72,3.49,1.88
10.46,3.81,2.16
8.87,3.35,1.32
9.75,2.13,1.82
9.46,1.9,1.95
9.16,2.99,2.09
9.18,2.57,2.59
9.48,1.86,2.61
9.54,1.88,2.95
10.31,2.24,3.45
8.77,1.48,3.74
8.66,2.3,4.08
9.58,2.95,4.48
8.33,1.99,3.64
9.62,3.39,3.87
10.88,3.45,3.07
9.54,1.99,2.85
9.56,1.84,2.76
9.16,2.32,2.64
