4.12,1.9,0.44
1.49,-2.72,-0.44
1.32,-12.76,-3.35
0.34,-27.43,-11.8
-8.45,-28.91,-13.72
-13.14,-16.5,-6.38
-8.72,-5.71,-6.4
-6.65,0.71,-4.46
-7.13,4.6,-3.03
-7.53,6.99,-1.32
-5.19,5.04,-0.06
-5.88,1.28,-0.1
-15.04,-10.1,2.99
-25.65,-28.16,0.9
-13.43,-23.37,-2.18
7.09,-27.49,-1.93
0.27,-15.84,-0.11
2.93,-4.44,-0.52
8.1,2.26,-0.63
7.32,3.72,0.1
3.18,-0.46,1.42
0.34,-11.23,0.56
0.08,-21.23,-3.72
-9.52,-33.66,-7.7
-10.81,-27.57,-6.74
-9.27,-16.61,-6.42
-5.69,-6.26,-4.87
-2.45,-0.92,-3.49
-2.03,0.5,-2.47
-6.88,0.96,-2.13
-8.33,0.56,-0.59
-5.86,-0.1,-0.36
-3.33,-0.8,1.61
-5.88,-4.54,6.19
-13.79,-24.71,1.99
3.93,-26.3,1.8
-1.59,-16.13,2.24
2.66,-9.41,1.3
0.15,-7.17,3.37
-1.36,-8.49,1.13
-0.17,-4.89,1.65
-1.69,-2.47,3.68
-6.59,-14.54,2.11
-4.31,-15.08,1.44
-3.39,-10.88,2.05
-1.76,-6.65,1.92
-2.93,-5.27,2.64
-2.11,-7.26,4.62
-3.68,-4.94,3.37
-1.38,-2.85,3.89
0.63,-6.25,5.29
-5.06,-5.35,6
-2.74,-7.07,6.09
-2.47,-7.66,6.88
-2.55,-8.01,7.24
-4.02,-7.41,7.17
-4.52,-7.01,6.78
-6.23,-4.96,6.78
-3.28,-5.54,7.24
-3.91,-5.42,6.78
-2.53,-4.43,6.38
-3.16,-5.75,6.74
-2.87,-3.43,6.71
-3.35,-4.5,7.28
-4.1,-5.94,7.63
-2.41,-6.4,7.32
-1.84,-5.38,6.92
-2.11,-7.34,7.17
-3.91,-6.28,8.39
-3.1,-6.71,7.87
-1.67,-6.07,7.18
-0.19,-3.26,7.78
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
