-0.86,1.53,9.48
-0.98,1.49,9.46
-1,1.42,9.56
-0.9,1.46,9.66
-0.79,1.42,9.5
-0.82,1.57,9.22
-1,1.46,9.58
-0.96,1.53,9.58
-1,1.49,9.56
-0.9,1.57,9.41
-0.96,1.42,9.48
-1,1.44,9.54
-1.05,1.44,9.75
-0.92,1.46,9.56
-0.98,1.4,9.79
-0.9,1.46,9.5
-0.86,1.46,9.46
-0.88,1.48,9.43
-0.8,1.49,9.5
-1.03,1.51,9.56
-0.9,1.53,9.69
-1.02,1.44,9.52
-0.96,1.48,9.58
-0.98,1.48,9.67
-0.84,1.48,9.54
-1.05,1.49,9.66
-0.77,1.46,9.46
-0.92,1.48,9.64
-1.05,1.48,9.66
-1.03,1.36,9.46
-0.79,1.46,9.77
-0.71,1.49,9.56
-1.03,1.48,9.45
-1,1.44,9.77
-1,1.51,9.67
-1,1.42,9.69
-0.84,1.53,9.54
-0.82,1.51,9.56
-0.8,1.51,9.41
-0.86,1.51,9.5
-0.92,1.38,9.75
-0.94,1.44,9.58
-0.79,1.49,9.58
-0.77,1.51,9.5
-0.96,1.4,9.73
-0.92,1.53,9.52
-1.05,1.48,9.56
-0.82,1.51,9.56
-0.98,1.44,9.45
-0.9,1.4,9.66
-0.8,1.49,9.64
-1.05,1.48,9.67
-1.03,1.38,9.62
-0.9,1.38,9.71
-0.96,1.48,9.64
-1.03,1.42,9.71
-0.8,1.49,9.45
-0.94,1.49,9.52
-0.96,1.44,9.56
-1.03,1.4,9.6
-0.82,1.53,9.46
-0.98,1.46,9.67
-0.82,1.48,9.52
-0.94,1.46,9.37
-0.98,1.44,9.69
-0.73,1.48,9.39
-1.03,1.44,9.6
-0.9,1.44,9.6
-0.94,1.51,9.54
-1.02,1.38,9.6
-1.02,1.46,9.71
-0.98,1.38,9.62
-0.96,1.49,9.56
-0.79,1.53,9.45
-0.88,1.61,9.37
-0.75,1.48,9.64
-1.11,1.46,9.66
-1.02,1.48,9.67
-1,1.49,9.54
-1.03,1.28,9.73
-0.96,1.42,9.66
-0.94,1.55,9.45
-1.02,1.34,9.67
-1,1.49,9.66
-0.82,1.55,9.35
-0.98,1.53,9.52
-0.88,1.53,9.48
-0.96,1.49,9.69
-0.9,1.42,9.64
-1.11,1.48,9.48
-1,1.46,9.41
-0.9,1.49,9.39
-0.96,1.55,9.56
-0.84,1.53,9.52
-0.9,1.49,9.35
-0.92,1.48,9.43
-1,1.46,9.48
-0.9,1.49,9.43
-0.94,1.55,9.6
-1.02,1.48,9.58
-0.77,1.51,9.5
