-0.54,1.3,9.9
-1.03,2.62,9.92
-1.34,2.28,10.17
-1.61,1.88,10.63
-0.08,2.82,10.84
1.21,1.86,10.84
1.46,1.49,10.94
2.32,1.23,10.73
2.39,1.32,11.07
2.76,1.51,11.32
2.07,2.57,13.3
6.02,3.68,11.8
2.7,2.66,9.79
1.02,3.49,8.14
1.61,3.22,8.14
2.3,2.84,8.37
2.18,2.59,9.27
2.64,1.86,10.02
6,3.07,11.51
5.25,2.2,10.1
5.33,3.24,6.55
2.62,1.23,3.7
1.19,0.48,4.1
2.78,0.02,4.33
-0.71,1.78,10.92
2.45,1.32,14.22
-0.19,-1.4,17.91
0.42,0.19,16.11
-1.13,0.1,12.84
-1.15,1.07,8.33
-1.92,1.97,5.02
-2.36,0.48,2.85
-2.72,-0.34,2.22
-0.96,0.11,5.17
-3.07,3.51,14.22
3.33,0.73,15.42
0.11,2.84,18.76
1.93,4.85,15.58
4.94,1.86,10.1
5.12,1.44,5.17
4.27,1.88,1.49
3.51,0.75,0.1
4.31,0.4,2.36
2.03,-0.1,10.56
3.08,0.94,14.31
2.55,1.32,15.14
0.29,1.82,16.13
1.82,0.94,10.63
-1.44,2.2,6.88
-3.24,2.8,4.81
-4.25,-0.34,2.76
-5.63,0.73,8.05
-0.59,3.33,13.79
5.75,3.68,16.53
6.11,1.51,16.4
5.19,2.99,14.94
5.96,2.03,9.54
5.36,1.59,5.21
2.87,2.57,3.37
2.36,3.18,1.84
3.24,1.05,1.25
2.28,1.8,7.97
2.39,0.67,9.45
3.1,-1.74,10.77
0.96,-0.86,12.87
1.61,-0.57,11.07
1.76,-1.17,9.85
1.72,-0.88,8.05
0.57,-0.4,7.45
0.04,0.38,8.35
0.5,0.67,9.23
1.4,0.44,10.48
1.82,0.92,11.72
1.57,4.06,16.04
4.85,0.94,14.04
-0.82,-2.84,15.1
0.52,-1.86,12.93
0.29,-3.24,10.86
-0.11,-2.72,9.18
-0.13,-1.69,7.63
0.1,-1.34,6
-0.79,-3.58,5.15
-1.03,-3.3,5.19
-0.96,-1.59,9.89
2.61,-5.17,7.36
1.99,-5.25,9.14
2.01,-1.86,11.86
2.89,-5.17,8.87
3.58,-6.82,7.41
2.32,-5.56,8.16
2.22,-4.94,6.67
1.3,-6.36,5.5
0.71,-5.67,5.19
0.94,-6.13,4.6
0.4,-6.78,4.6
0.04,-6.26,4.96
-0.02,-6.9,4.73
-0.33,-6.72,4.89
-0.69,-6.9,4.81
-0.69,-7.26,5.29
-0.56,-8.2,5.31
