2.57,-5.79,-2.99
37.95,-10.86,-21.15
33.83,0.98,-18.12
18.7,1.9,-10.46
12.86,2.76,-6.32
6.8,3.01,-5.1
1.15,5.21,-2.28
-1.93,12.66,0.08
-4.08,4.71,2.07
-2.07,3.79,1.72
1.78,2.24,1.26
5.13,-1.86,0.31
35.21,-1.63,-3.85
28.91,-3.64,-4.87
17.18,-3.05,-3.14
9.02,-3.05,-1.05
5,-2.97,-0.27
1.44,-2.97,0.02
1,-3.03,-0.33
0.1,-2.91,-0.88
-0.19,-3.43,-1.99
5.25,-3.97,-3.28
23.16,-2.97,-7.49
28.01,-2.34,-8.64
16.15,-3.66,-7.22
11.76,-3.72,-9.31
5.88,-0.06,-6.69
1.07,1.32,-7.95
0.8,1.8,-5.33
-1.92,0.1,-2.47
-1.49,-0.27,-2.8
-0.13,-0.77,-5.79
0.75,-0.8,-5.9
2.68,4.85,-2.16
14.94,12.72,1.4
23.95,11.25,0.38
31.8,7.99,-1.95
26.48,3.41,-3.31
21.23,-0.52,-5.35
11.71,-2.64,-5.79
-0.38,-3.45,-4.56
-5.8,-5.25,-3.37
-10.23,-4.44,-2.89
-6.09,-3.68,-1.97
0.96,-4.23,-4.94
25.29,-6.63,-9.96
39.08,3.35,-12.82
26.69,2.01,-9.83
21.07,4.96,-8.39
10.61,6.11,-5.54
1.69,4.35,-2.85
1.34,7.99,-0.19
-5.12,6.67,2.49
-7.53,6.95,4.16
-2.18,5.84,3.05
5.38,2.3,-0.19
23.74,3.2,-1.49
35.63,1.3,-10.4
30.44,-10.46,-9.12
13.43,-1.53,-2.8
0.54,-1.19,-2.18
0.79,-1.78,-3.91
-3.07,-2.28,-2.39
-5.36,-4.37,-2.01
-3.3,-6.17,-3.1
2.7,-5.21,-3.45
29.79,-16.61,-14.41
37.82,-3.7,-15.67
25.79,-0.19,-9.98
10.44,1.32,-4.87
2.32,4.33,-2.47
-3.47,12.03,1.13
-3.18,5.06,0.84
-3.33,5.96,1.3
0.86,5.15,1.21
0.04,1.86,1.61
7.17,1.93,-1.13
33.14,3.54,-7.53
33.99,-5.19,-11.95
23.35,-5.77,-8.56
11.59,-2.87,-4.89
2.76,-2.45,-3.56
-0.46,-3.39,-3.87
-2.95,-3.56,-2.74
-4.23,-4.73,-2.05
-3.05,-4.04,-1.19
2.59,-2.2,-1.74
26.04,-11.57,-7.78
37.67,1.84,-7.11
23.05,-2.39,-4.39
16.21,1.32,-2.66
6.28,3.6,-1.78
-1.57,7.38,-1.07
-7.03,10.98,-0.27
-7.32,7.82,1
-1.11,6.32,2.28
4.9,4.85,0.79
12.93,3.7,6.42
36.65,7.28,6.28
32.68,-1.78,4.31
17.13,-2.01,3.74
