-0.08,-2.55,-0.08
6.23,-3.76,-4.2
31.32,-10.86,-15.17
31.75,-0.29,-16.46
12.47,-2.3,-8.72
8.12,0.15,-4.29
4.18,0.21,-1.65
1.74,4.06,0.57
-1.71,5.79,1.38
-3.28,1.25,0.61
-2.07,-0.33,-0.57
2.72,-2.09,-0.59
17.3,-1.44,0
28.62,2.05,-0.33
25.14,0.34,-4.27
17.97,-2.39,-5.33
3.07,-1.97,-3.53
-4.25,-1.46,-1.92
-4.77,-0.63,-0.71
-2.53,-1.23,-1.72
6.53,-1.99,-3.97
22.78,-0.8,-5.29
18.91,-3.91,-4.71
19.45,-9.79,-7.11
21.84,-5.56,-7.51
17.45,-1.61,-5.69
8.1,2.53,-2.85
-0.06,5.12,-1.05
0.04,4.27,-1
-0.21,3.6,0.17
-2.61,2.51,0.96
-1.71,2.68,-0.63
4.96,1.95,-0.67
14.08,3.89,0.65
24.73,6.78,1.97
33.83,3.76,-0.04
26.71,-4.14,-3.2
20.9,-5.02,-4.98
7.11,-4.9,-4.73
-1.86,-5.9,-1.92
-5.23,-4.29,0.06
-3.91,-5.04,-1.25
-1.59,-3.89,-1.48
2.78,-3.03,-3.33
23.95,-8.74,-11.53
39.06,-4.33,-19.83
24.18,-1.57,-12.93
12.74,2.61,-6.61
4.39,3.74,-2.74
0.59,7.43,2.68
-2.03,11.02,5.94
-0.15,5.52,4.6
1.38,5.94,1.65
1.61,4.69,0.23
1.61,2.68,-1.9
34.52,5.65,-9.54
34.75,-2.85,-12.63
23.3,-2.99,-8.24
12.18,-4.02,-4.62
5.75,-3.72,-3.22
-3.62,-1.99,-1.78
-6.61,-4.79,-1.92
-4.16,-3.97,-1.97
-2.01,-5.08,-4.12
0.5,-3.6,-2.82
3.01,-8.49,-7.87
38.93,-10.67,-11.42
30.44,-3.1,-6.09
22.55,-1.92,-3.89
11,-0.61,-0.73
0.71,2.43,2.64
-4.44,9.39,3.72
-0.13,7.32,0.11
-2.51,6.86,-0.04
-1.82,3.62,-0.17
1.4,3.83,-0.15
10.58,-0.9,-1.74
39.06,9.27,-4.02
33.91,-4.04,-6.44
18.95,-4.67,-3.89
8.24,-3.12,-2.39
-1.34,-1.93,-0.77
-4.89,-3.18,-0.31
-3.56,-3.16,0.56
-2.3,-3.39,-0.04
-0.34,-2.22,-1.19
3.85,-5.15,-3.41
23.26,-13.2,-8.37
38.49,-1.67,-10.77
29.73,-3.66,-8.83
15.04,-0.17,-2.51
4.75,0.98,1.4
2.16,4.9,2.55
1.3,7.91,2.8
-1.02,9.6,2.11
-0.23,4.96,1.28
0.4,3.24,-0.11
3.62,0.63,-1.21
15.54,-4.25,3.2
39.08,9.85,4.1
24.7,-3.79,3.03
