-2.59,3.89,1.4
-0.15,5.15,0.69
7.78,3.74,0.44
34.79,8.79,-2.74
32.42,0.61,-2.87
19.62,-1.09,-1.32
13.91,-0.79,-0.77
7.45,-1.86,-0.75
2.53,-3.33,-0.59
0.4,-3.51,-0.86
-0.8,-5.42,-2.34
-3.72,-6.25,-1.67
-1.48,-5.33,-1.28
32.24,-11.9,-0.31
30.71,2.51,6.55
17.2,-2.22,5.17
17.18,-3.95,-0.15
14.46,1.32,-0.9
5.21,3.1,-0.54
-0.34,5.59,-0.48
-5.02,11.25,0.57
-6.72,3.18,0.65
-1.13,-0.17,0.11
25.83,-10.35,-5.5
28.11,-1.61,-2.7
17.66,-4.71,-2.28
10.81,-1.74,-0.94
4.33,0.15,0.11
3.18,-0.21,0.04
3.1,-0.86,-0.56
7.91,-1.72,-3.1
1.15,-3.45,-4.98
1,-0.4,-5.56
11.94,0.21,-6.67
28.7,3.31,-11.8
29.47,-1.03,-14.2
18.26,-0.15,-12.89
13.03,-0.17,-11.86
7.43,1.11,-8.43
1.03,2.78,-4.52
-4.52,10.42,-1.44
-6.44,5.73,1.21
-2.62,4.48,0.98
0.19,3.2,0.8
4.87,4.37,0.29
22.93,9.02,-1.15
31.53,9.71,-1.53
25.58,3.91,-2.53
18.53,2.66,-2.36
10.82,0.69,-2.59
5.9,-2.61,-3.66
3.07,-4.62,-3.08
-0.94,-4.89,-2.41
0.77,-8.77,-3.33
4.92,-7.74,-3.12
19.96,-7.99,-5.86
39.08,4.96,-8.77
17.36,4.44,-3.77
7.59,2.15,-3.07
8.97,3.01,-2.59
0.25,1.84,-0.52
-3.79,2.61,-0.04
-1.8,3.58,0.15
0.79,2.76,0.82
1.19,3.51,1.95
22.19,9.81,1.28
36.71,8.93,-2.66
21.53,1.02,-2.87
13.56,-1.44,-4.16
6.38,-3.43,-4.44
2.16,-6.4,-4.87
-1.17,-6.61,-2.55
-3.05,-9.16,-1.59
-1.97,-6.53,-0.23
0.94,-7.7,-1.3
37.21,-8.72,-14.48
39.08,4.39,-13.3
15.96,2.45,-4.16
11.71,-0.06,-4.39
7.32,3.83,-3.45
-2.57,6.28,-1.48
-5.46,11.71,0.27
-5,6.97,2.09
-1.15,6.65,3.05
7.43,6.32,1.21
28.79,9.5,-0.75
32.55,3.2,-2.68
22.95,1.02,-2.39
18.32,-0.06,-3.26
10.36,-2.45,-3.2
1.95,-3.83,-2.99
-1.88,-6.71,-3.1
-4.54,-7.78,-2.49
-2.16,-7.82,-0.84
-0.46,-4.02,-1.21
21.71,-15.12,-4.64
39.08,3.83,-9.45
29.6,-1.63,-6.11
13.22,0.59,-3.72
9.79,2.41,-3.12
4.96,5.67,-2.59
2.57,-5.79,-2.99
37.95,-10.86,-21.15
33.83,0.98,-18.12
18.7,1.9,-10.46
12.86,2.76,-6.32
6.8,3.01,-5.1
1.15,5.21,-2.28
-1.93,12.66,0.08
-4.08,4.71,2.07
-2.07,3.79,1.72
1.78,2.24,1.26
5.13,-1.86,0.31
35.21,-1.63,-3.85
28.91,-3.64,-4.87
17.18,-3.05,-3.14
9.02,-3.05,-1.05
5,-2.97,-0.27
1.44,-2.97,0.02
1,-3.03,-0.33
0.1,-2.91,-0.88
-0.19,-3.43,-1.99
5.25,-3.97,-3.28
23.16,-2.97,-7.49
28.01,-2.34,-8.64
16.15,-3.66,-7.22
11.76,-3.72,-9.31
5.88,-0.06,-6.69
1.07,1.32,-7.95
0.8,1.8,-5.33
-1.92,0.1,-2.47
-1.49,-0.27,-2.8
-0.13,-0.77,-5.79
0.75,-0.8,-5.9
2.68,4.85,-2.16
14.94,12.72,1.4
23.95,11.25,0.38
31.8,7.99,-1.95
26.48,3.41,-3.31
21.23,-0.52,-5.35
11.71,-2.64,-5.79
-0.38,-3.45,-4.56
-5.8,-5.25,-3.37
-10.23,-4.44,-2.89
-6.09,-3.68,-1.97
0.96,-4.23,-4.94
25.29,-6.63,-9.96
39.08,3.35,-12.82
26.69,2.01,-9.83
21.07,4.96,-8.39
10.61,6.11,-5.54
1.69,4.35,-2.85
1.34,7.99,-0.19
-5.12,6.67,2.49
-7.53,6.95,4.16
-2.18,5.84,3.05
5.38,2.3,-0.19
23.74,3.2,-1.49
35.63,1.3,-10.4
30.44,-10.46,-9.12
13.43,-1.53,-2.8
0.54,-1.19,-2.18
0.79,-1.78,-3.91
-3.07,-2.28,-2.39
-5.36,-4.37,-2.01
-3.3,-6.17,-3.1
2.7,-5.21,-3.45
29.79,-16.61,-14.41
37.82,-3.7,-15.67
25.79,-0.19,-9.98
10.44,1.32,-4.87
2.32,4.33,-2.47
-3.47,12.03,1.13
-3.18,5.06,0.84
-3.33,5.96,1.3
0.86,5.15,1.21
0.04,1.86,1.61
7.17,1.93,-1.13
33.14,3.54,-7.53
33.99,-5.19,-11.95
23.35,-5.77,-8.56
11.59,-2.87,-4.89
2.76,-2.45,-3.56
-0.46,-3.39,-3.87
-2.95,-3.56,-2.74
-4.23,-4.73,-2.05
-3.05,-4.04,-1.19
2.59,-2.2,-1.74
26.04,-11.57,-7.78
37.67,1.84,-7.11
23.05,-2.39,-4.39
16.21,1.32,-2.66
6.28,3.6,-1.78
-1.57,7.38,-1.07
-7.03,10.98,-0.27
-7.32,7.82,1
-1.11,6.32,2.28
4.9,4.85,0.79
12.93,3.7,6.42
36.65,7.28,6.28
32.68,-1.78,4.31
17.13,-2.01,3.74
