16.05,4.54,-1.74
30.04,1.82,-2.13
20.9,0.44,0.82
14.96,-1.88,1.53
11.02,-1.61,0.56
6.88,-3.66,-0.69
4.87,-4.23,-1.38
2.61,-5.1,-1.36
-0.02,-6.67,-0.86
0.4,-5.08,-1.07
8.66,-7.18,-1.34
25.12,-2.91,3.93
32.01,2.49,3.37
18.95,0.86,1.02
12.63,-2.2,-1.84
11.42,0.59,-2.26
6.49,1.69,-1.26
2.57,2.55,-0.71
-0.92,4.69,0.15
-4.37,4.85,1.17
-4.08,0.11,2.22
1.21,-3.54,-1.99
35.42,4.66,-7.68
21.19,-6.34,-5.42
12.09,-5.46,-2.66
7.3,-3.41,-1.51
3.91,-2.07,-1.71
1.95,-1.71,-1.63
0.69,-2.03,-1.63
-4.04,-1.51,-1.48
-3.08,-1.49,-2.38
22.87,-5.08,-1.46
33.91,7.53,0.06
17.4,-2.8,-0.08
22.36,-2.93,-4.14
15,-3.98,-4.67
9.73,-1.26,-4.73
4.37,0.46,-2.72
1.88,1.57,-0.8
-0.61,2.01,1.44
-1.36,1.17,0.56
-0.04,0.82,-1.25
2.97,-0.34,-1.86
14.35,3.2,0.52
26.94,7.82,2.59
22.32,-1.28,1.44
19.62,-3.03,0.96
10.27,-3.24,0.4
5.54,-5.35,-0.46
3.12,-4.87,-0.84
2.8,-5.38,-1.05
1.36,-4.79,-0.1
7.18,-4.56,-0.56
18.49,-6.72,6.46
22.99,0.29,10.96
19.01,-2.7,7.45
13.18,-1.49,4.6
7.05,-1.11,2.68
4.9,1.19,1.07
1.69,3.03,0.57
-4.67,3.24,2.43
-3.41,4.04,2.05
-2.28,3.3,2.68
7.87,0.23,0.36
28.28,6.09,-1.97
20.1,-0.63,-4.48
14.75,-0.48,-3.81
9.66,-3.12,-3.47
5.17,-3.97,-3.47
-0.23,-4.58,-2.41
-2.43,-8.35,-3.14
-0.52,-6.26,-1.15
0.33,-4.56,-1.65
13.6,-10.98,-7.09
38.99,-1.36,-14.5
22.84,-4.33,-10.02
14.56,-0.36,-5.35
10.17,1.44,-3.22
0,2.76,-1.02
-2.3,12.89,2.3
-2.22,4.89,3.18
-0.59,5.36,3.12
4.23,5.23,1.28
14.46,2.34,-1.44
23.81,2.16,-2.84
27.2,0.52,-4.37
21.59,-2.05,-4.77
14.56,-1.9,-3.74
6.42,-3.45,-2.24
0.65,-2.62,-1.88
-4.98,-4.5,-0.52
-3.79,-6.21,0.06
-0.42,-4.25,-0.06
0.88,-3.93,-2.41
33.85,-14.54,-14.94
39.04,0.46,-13.74
20.67,0.92,-6.21
13.87,0.63,-3.6
6.57,3.01,-2.36
-0.25,3.54,-0.8
-3.49,15.38,0.38
