29.81,-9.37,-9.96
38.72,-2.62,-9.23
23.09,-5.79,-3.47
15.31,-3.39,-1.13
7.32,-0.33,-0.52
1.57,3.47,-1.21
2.32,10.02,-0.92
-5.35,10.67,-0.46
-4.9,4.66,-0.52
0.65,2.28,0.48
5.63,-2.3,3.95
34.18,-1.67,7.59
32.07,-6.72,8.93
11.21,-4.92,4.83
6.13,-3.37,2.09
4.94,-2.18,0.88
0.19,-0.38,-0.38
-1.03,-4.02,-2.3
1.34,-4.39,-1.72
7.53,-8.3,0.4
22.61,-4.96,10.29
30.58,-2.11,13.45
-0.59,3.37,14.22
23.26,-15.29,-2.74
22.82,-3.31,-1.48
4.71,0.69,0.82
9.9,3.79,-2.66
2.43,6.17,-0.96
-1.46,7.76,0.08
-0.33,5.08,1.48
0.27,3.62,1.8
1.42,-2.18,3.03
6.44,-7.97,7.87
26.32,-3.77,12.93
26.25,-6.48,13.26
14.73,-4.44,8.76
9.62,-0.92,5.48
5.75,-0.21,3.68
4.79,-1.19,2.22
3.54,-2.78,0.59
1.09,-3.07,-2.91
-0.84,-4.41,-4.29
2.38,-2.97,-4.21
4.6,-6.78,-4.5
33.7,-6.95,-14.71
26.99,-7.26,-13.81
15.33,-5.63,-9.41
11.9,-3.08,-6.28
5.31,1.59,-3.35
1.11,7.53,-1.42
-5.79,7.49,-0.75
-3.26,5.54,1.48
-1.17,3.66,1.82
9.62,3.12,1.84
21.09,3.79,2.99
31.07,7.24,1.93
23.35,1.34,0.4
18.87,-1.11,-1.76
9.66,-1.05,-2.93
0.88,-2.3,-3.77
-2.24,-3.43,-2.07
-6.05,-3.39,-1.36
-1.76,-4.6,-1.21
-2.03,-4.35,-0.42
0.96,-2.57,-1.9
27.05,-12.87,-11.21
36.67,0.54,-9.71
18.62,-7.61,-9.54
18.32,-3.49,-5.54
9.04,-0.19,-2.32
2.84,3.68,-1.15
-1.97,6.11,1.57
-6.65,7.85,0.9
-7.22,4.89,2.62
3.31,7.03,1.3
11.86,3.95,-0.65
19.02,3.07,-5.15
33.87,7.38,-11.4
24.6,-0.04,-8.45
13.22,-1.82,-6.05
6.97,-4.6,-5.19
2.11,-4.44,-4.14
-5.69,-6.8,-2.64
-5.63,-7.59,-0.36
-0.48,-4.54,-1.34
6.53,-3.7,-0.59
18.45,-7.95,-2.41
39.03,-1.84,-0.73
13.85,0.04,2.13
22.63,-5.73,-0.63
10.52,0.15,-0.96
1.72,4.06,-2.8
-2.11,7.68,-1.49
-1.02,8.03,-2.62
-3.05,4.6,-0.65
-1.25,3.93,1.61
-0.29,1.82,5.79
22.26,1.32,13.53
33.99,0.29,11.3
21.42,-3.1,7.59
11.05,-1.36,5.71
