6.32,-0.59,-0.77
8.66,-3.98,-2.49
4.27,-3.7,-0.44
2.55,-20.08,-5.15
-2.64,-39.06,-13.77
-12.78,-15.96,-5.69
-5.56,-9.87,-2.49
-2.41,-7.09,-1.55
-3.47,-0.33,-1.63
-6.67,6.86,-0.77
-6.49,8.24,0.25
-3.81,2.45,-0.34
-6.59,-4.46,0.52
-12.38,-16.04,-1.86
-12.59,-35.39,-6.07
-4.02,-26.29,-2.74
-2.01,-15.69,-2.64
0.04,-11.82,-3.39
3.87,-6.03,-3.49
7.36,1.21,-2.53
7.95,4.48,-0.21
5.69,1.26,0.02
4.62,-5.02,-1.84
-0.29,-13.76,-1.13
-4.81,-36.8,-6.28
-8.58,-29.96,-4.89
-12.64,-12.03,0.06
-7.72,-8.41,0.33
-2.26,-8.31,-0.08
-0.31,-3.98,-0.02
-0.75,2.53,-1.95
-5.79,6.9,-0.29
-6.3,3.3,-1.8
-6.99,-4.48,-1.34
-9.67,-21,-4.64
-8.16,-28.22,-1.49
-6.05,-20.29,-1.09
-5.1,-15.67,-2.49
-3.77,-13.51,-4.67
-1.26,-13.54,-4.27
0.8,-7.97,-2.64
2.03,-2.18,-1.19
4.39,-1.17,-0.63
3.53,-7.36,-0.4
1.72,-5.84,0.23
3.1,-8.43,-0.04
4.1,-28.12,-3.49
-5.42,-25.42,-1.44
-8.97,-15.79,1.65
-4.29,-11.9,0.96
-0.06,-10.08,-0.17
0.25,-5.69,-0.61
-1.23,0.48,-2.03
-4.43,4.87,-0.88
-5.84,3.18,-2.47
-4.77,-0.46,-2.22
-7.85,-6.32,-2.53
-20.88,-33.22,-5.71
-6.23,-28.32,-3.47
2.13,-24.96,-4.02
3.35,-16.38,-2.09
3.49,-6.63,-1.13
5.71,1,-1.02
6.3,5.5,0.19
5.19,4.02,0.61
5.06,-1.92,-0.82
2.91,-7.57,-1.69
-0.79,-15.67,-1.34
-2.76,-31.67,-3.83
-9,-25.37,2.26
-9.92,-15.35,3.01
-3.43,-12.82,1.55
-1.78,-8.49,1.26
-1.28,-3.22,-0.8
-3.2,0.9,0.29
-4.33,4.1,-0.84
-2.7,4.66,-0.36
-3.79,1.26,2.34
-11.78,-5.58,1.8
-23.2,-35.54,-5.1
-4.06,-27.45,-0.69
-1.44,-18.24,-1.46
-0.5,-12.43,-3.3
4,-7.61,-1.74
7.63,-0.34,0.04
4.96,-0.67,0.75
6.15,-4.58,-0.46
6.51,-4.98,-0.98
3.85,-5.73,-1.48
1.76,-20.86,-3.77
-5.13,-39.06,-11.46
-11.92,-21.86,-5.1
-8.81,-12.63,-2.59
-3.37,-8.54,0.21
-1.02,-4.37,0.46
-1.11,1.88,-1.76
-6.05,7.78,0.25
-7.4,8.08,0.21
-4.5,2.47,-0.79
-6.72,-6.4,-4.02
-12.76,-21.61,0.23
