3.56,9.25,0.63
0.73,11.69,-0.42
-1.44,13.09,-1.21
-0.54,13.81,-0.5
1.9,12.57,0.15
2.24,10.02,-0.8
-1.36,7.41,-1.42
-3.66,7.17,-0.56
-3.43,7.76,-0.13
-1.71,7.51,-0.04
0,7.64,-0.48
0.44,8.3,0.67
0.8,8.35,2.51
0.75,8.76,2.72
0.23,8.54,2.13
0.21,9.66,0.61
0.06,9.56,-0.48
-0.56,11.51,0.67
-0.94,15.17,1.15
-1.36,14.75,1.23
-2.09,12.59,2.2
-2.22,12.82,2.53
-2.22,13.74,3.72
-2.7,12.97,3.3
-1.88,19.18,2.66
1.65,13.26,1.67
2.38,8.68,1.32
0.77,8.3,1.07
-1.11,11.46,0.75
-1.34,14.43,0.34
0.44,14.62,-0.86
2.2,13.3,-0.25
1.9,11.21,-0.84
0.44,10.4,-1.49
-1.84,9.79,-1.53
-2.38,8.37,-1.05
-1.71,7.2,-0.5
-1.02,5.82,-0.29
-0.71,6.78,0.34
-0.5,7.07,1.84
-0.17,7.17,3.49
-0.52,6.97,3.79
-0.04,8.39,2.26
1.4,10.17,-0.4
2.34,12.09,-1.49
1.19,14.68,0.67
-1.26,15.59,1.57
-2.7,13.58,2.99
-1.23,12.72,2.34
-1.61,14.62,5.13
-4.85,12.61,4.37
-2.84,16.07,2.13
3.05,17.86,1.09
3.18,9.67,2.07
0.17,7.09,1.71
-1.34,9.87,0.34
-0.9,16.09,-0.84
1.44,17.11,-1.86
3.33,13.16,-1.84
2.78,10.75,-1.71
0.38,9.69,-2.11
-1.72,9.08,-2.07
-3.47,8.97,-1.25
-3.18,9.46,-0.84
-1.57,8.07,-0.54
-0.08,7.59,-1.07
-0.1,8.6,0.84
0.38,7.15,2.78
0.98,6.21,4.85
0.52,5.65,2.87
0.92,7.43,0.11
1.51,11.34,-1.84
1.4,11.99,-0.57
-0.48,10.13,0.19
-2.15,13.2,1.32
-2.39,12.64,1.25
-2.47,10.25,0.98
-2.01,11.28,1.11
-1.86,13.47,1.48
-1.9,16.34,0.84
0.96,20.42,0.8
1.9,9.87,-0.06
0.9,6.28,-0.29
0.06,7.82,0.29
-1,9.9,0.42
-2.34,13.95,1.21
-1.49,14.35,1.51
-0.1,11.15,2.16
0.31,10.31,1.93
0.71,10.65,1.49
1.93,10.1,0.54
2.68,8.01,-0.17
1.74,6.02,0.11
-3.33,8.43,0.42
-8.47,16.99,-0.5
-7.68,10.81,1.13
-2.72,5.86,1.97
0.34,4.08,-0.13
-2.49,3.95,-0.29
-5.02,7.51,0.65
-3.16,8.81,0.1
