-0.31,0.75,9.6
-0.77,0.86,9.69
-0.61,0.92,9.69
-0.46,1,9.54
-0.57,0.94,9.67
-0.73,0.8,9.75
-0.54,0.82,9.71
-0.46,0.92,9.77
-0.63,0.92,10.31
-0.59,0.59,9.35
-0.38,0.73,9.22
-0.54,0.96,9.83
-0.59,0.77,9.89
-0.46,0.79,9.83
-0.63,0.96,9.81
-0.61,0.8,9.83
-0.73,0.86,9.66
-0.27,1.02,9.52
-1.05,0.79,9.96
-1.93,1.67,10.02
-1.13,0.79,9.67
-1.11,0.56,9.67
-0.52,0.61,9.46
-1.17,0.56,10.33
0.9,0.21,9.5
-1.74,0.46,9.54
-0.63,0.27,9.71
-0.98,0.67,9.75
-0.65,0.57,9.62
-0.88,0.69,9.71
-0.82,0.42,9.66
-0.8,0.54,9.67
-0.86,0.48,9.62
-0.77,0.54,9.6
-0.96,0.42,9.62
-0.9,0.63,9.52
-0.86,0.4,9.6
-0.98,0.57,9.75
-0.82,0.54,9.62
-1.05,0.61,10
-0.73,0.42,9.77
-0.69,0.44,9.64
-1.05,0.27,9.62
-1.15,0.96,9.81
-0.71,0.4,9.37
-1.02,0.79,9.67
-0.84,0.57,9.6
-1.07,0.73,9.71
-0.75,0.27,9.41
-0.73,0.8,9.71
-0.73,0.57,9.77
-0.65,0.54,9.43
-0.94,0.54,9.66
-0.79,0.57,9.66
-0.71,0.59,9.66
-0.86,0.25,9.69
-0.88,0.69,9.56
-0.71,0.44,9.64
-0.98,0.36,9.66
-0.88,0.31,9.73
-0.69,0.36,9.37
-1.21,0.54,9.75
-0.57,0.59,9.79
-0.44,0.25,9.71
-0.48,0.52,9.6
-0.67,0.21,9.71
-0.61,0.5,9.62
-0.42,0.34,9.62
-0.52,0.42,9.71
-0.54,0.52,9.6
-0.42,0.4,9.75
-0.44,0.63,9.5
-0.56,0.46,9.79
-0.44,0.67,9.5
-0.34,0.63,9.6
-0.67,0.57,9.81
-0.4,0.4,9.66
-0.59,0.5,9.71
-0.23,0.67,9.67
-0.31,0.48,9.52
-0.48,0.52,9.62
-0.57,0.54,9.87
-0.36,0.5,9.64
-0.42,0.54,9.58
-0.5,0.42,9.87
-0.4,0.56,9.75
-0.52,0.46,9.69
-0.44,0.56,9.66
-0.4,0.56,9.71
-0.48,0.46,9.83
-0.52,0.59,9.67
-0.4,0.61,9.56
-0.4,0.61,9.66
-0.52,0.52,9.77
-0.36,0.67,9.69
-0.44,0.57,9.85
-0.42,0.63,9.62
-0.42,0.54,9.71
-0.44,0.5,9.67
-0.48,0.56,9.79
-0.46,0.61,9.6
