9.25,4.79,-0.61
7.91,4.16,0.15
7.68,3.08,0.04
6.97,3.12,-0.48
6.21,2.76,-0.4
6.09,2.89,0.59
6.78,2.61,1.11
8.68,1.93,0.9
10.04,1.32,0.98
11.23,1.55,0.54
10.48,1.49,0.46
13.97,2.01,-0.38
10.02,1.88,0.73
8.6,2.32,0.46
11.67,3.47,-0.04
11.74,3.41,-0.38
9.58,1.93,-0.38
7.51,1.51,-0.11
6.11,0.65,0.02
5.9,0.88,0.08
6.95,1.67,-0.17
8.47,1.74,-1.26
9.54,2.15,-1.74
9.31,1.55,-1.38
8.95,1.53,-0.75
9.77,1.88,-0.73
10.88,2.32,-0.79
12.36,2.74,-0.4
7.45,2.82,2.39
9.62,3.28,2.34
10.06,1.9,-0.02
8.3,4.02,1.03
7.47,4.94,-0.34
8.14,5.71,-1.05
8.18,4.79,-2.13
7.89,3.03,-2.66
7.53,2.15,-2.64
8.33,1.76,-2.53
9.25,1.84,-2.59
9.9,1.84,-2.45
8.79,1.92,-1.13
8.53,2.32,-0.96
12.22,3.14,-1.53
12.32,3.28,-2.47
8.64,2.07,-2.47
8.16,1.82,-2.51
8.87,1.82,-3.16
9.12,1.74,-4.31
8.24,2.2,-2.3
8.81,2.57,-2.72
9.08,2.97,-3.54
9.14,2.82,-3.47
8.16,2.11,-3.01
7.22,1.3,-2.64
7.3,1.09,-1.95
7.74,1,-2.07
9.29,1.49,-0.56
11.53,1.72,-1.49
12.41,1.55,-1.74
14.43,2.03,-2.47
11.74,1.93,-0.25
8.51,1.86,1.55
9.29,2.22,2.05
9.87,1.36,1.09
8.89,0.59,0.61
7.68,1.26,0.34
6.95,2.24,-0.08
6.86,4.31,-0.19
7.17,3.93,-0.59
7.36,2.93,-1.23
6.88,2.82,-0.4
7.84,2.28,-0.15
9.98,1.25,-0.15
11.53,1.42,-0.1
10.94,1.95,0.11
13.62,3.81,-0.23
11.23,4.35,0.06
7.89,4.46,0.96
9.98,5.19,1.05
9.9,4.39,-0.25
8.81,2.91,-0.86
7.87,1.93,-0.8
7.95,1.57,-1.32
7.18,1.63,-0.69
7.45,1.67,-0.8
8.01,1.55,-0.86
7.91,1.71,-0.79
7.84,1.69,-0.5
8.6,1.84,-0.11
9.85,2.22,-0.36
10.48,2.24,-0.15
15.02,2.34,-1.3
10.02,2.3,0.82
9.83,3.05,1.63
10.02,3.22,0.86
8.26,3.37,0.1
8.72,3.12,0.63
7.13,2.47,-0.29
5.65,3.24,-0.86
6.15,3.85,-0.9
7.24,4,-0.84
