7.97,5.13,-1.11
7.84,3.98,-0.9
7.4,3.1,-0.19
7.17,2.11,0.25
7.51,2.09,0.46
8.45,2.89,0.75
9.6,3.66,0.75
10.06,4.43,0.67
10.08,4.73,0.77
10.44,4.6,0.46
11.27,4.2,0.33
12.72,4.14,-0.02
11.11,3.58,0.1
9.66,3.7,0.42
8.72,3.41,0.38
10.21,2.18,-0.27
10.02,1.42,-0.9
8.66,1.05,-0.48
8.16,1.72,-0.46
8.07,1.42,-0.67
6.49,0.46,-0.29
6,0.61,-0.25
6.38,1.3,-0.25
6.65,1.76,-0.23
7.64,2.11,-0.06
8.64,2.3,0
9.52,2.07,-0.54
11.65,1.86,-1.15
11.72,1.25,-1.13
15.12,1.53,-2.36
10.06,1.49,-0.4
9.37,2.34,0.25
10.56,3.74,0.33
9.31,3.12,0.57
8.03,2.51,1
7.7,1.86,0.46
7.13,2.07,-0.06
6.32,2.11,0.5
6.36,3.22,0.17
6.46,3.68,-0.1
6.88,3.18,0.34
7.93,2.22,0.59
9.04,1.09,0
11.99,1.26,-0.46
12.51,1.72,-0.77
11.57,2.18,-0.73
14.04,3.07,-1.05
10.79,3.45,-0.48
7.59,3.93,-0.34
9.75,4.67,-1.02
9.58,4.41,-0.86
9.39,2.95,-1.46
8.26,1.72,-1.23
7.74,0.44,-1.67
7.17,0.23,-1.23
6.32,0.29,-0.67
6.4,0.15,-0.75
6.36,1.02,-0.69
7.41,1.71,-0.82
8.91,1.97,-1.07
10.06,2.3,-0.67
11.76,2.09,-1.09
12.61,1.48,-1.19
11.88,1.44,-0.82
13.2,1.67,-0.94
6.78,1.72,2.01
10.17,3.18,0.46
12.01,4.58,-1.02
10.31,4.87,-1.61
7.49,2.95,0.8
6.82,0.86,-0.23
6.34,1.19,-0.36
5.67,1.63,-0.13
5.98,2.24,-0.02
6.26,2.3,0
8.2,2.74,0.34
9.94,2.62,-0.11
11.44,2.36,-0.36
11.82,2.39,-0.02
11.3,2.38,0.1
11.99,2.68,-0.52
15.35,3.76,-0.59
7.05,3.07,0.06
9.64,3.7,-0.82
11,3.58,-1.59
11.19,2.38,-2.36
8.26,0.5,-0.84
6.44,0.77,-0.02
6.25,0.02,-0.75
6.57,0.88,-1.3
7.18,1.48,-1.57
7.3,1.97,-0.96
7.66,1.95,-0.77
7.8,1.65,-1.28
7.61,1.44,-0.63
8.22,1.63,-1
9.45,2.43,-0.75
10.69,3.24,-0.86
10.71,3.68,-0.11
16.38,3.85,-2.38
10.38,3.98,0.57
