4.83,10.06,-1.03
5.12,12.03,-1.21
6.02,14.25,-0.63
5.58,15.98,-0.08
3.47,14.81,0.59
0.86,14.23,1.59
-0.19,11.88,0.86
0.98,9.77,-1.07
1.86,8.08,-1.53
2.55,6.8,-2.13
3.1,6.11,-2.74
3.47,5.33,-2.26
9.43,6.11,0.48
9.73,5.59,5.4
8.14,16.36,3.05
2.24,11.57,6.19
-4.16,9.87,10.86
-3.91,6.76,10.17
1,3.39,7.26
2.09,0.86,7.24
-0.5,1.99,8.37
-2.64,3.41,7.76
-0.86,2.34,7.74
-0.36,1.15,8.91
-0.31,3.22,9.33
0.1,4.9,8.56
1.72,4.37,6.97
0.73,2.01,8.28
-0.59,1.17,9.83
-2.41,0.69,9.33
-0.65,-0.75,10.44
-0.29,-0.59,10.4
-1.42,-0.9,10.1
-0.63,-2.57,9.54
-2.36,-1.84,8.83
-2.01,-6.09,7.95
-3.22,-6.36,6.8
-1.99,-4.62,6.36
-3.1,-5.15,6.26
-4.66,-6.42,7.51
-2.03,-2.82,8.95
-3.91,-1.9,8.12
-3.97,-2.55,8.81
-2.53,-2.66,9.62
-0.96,-1.92,8.66
-1.28,-2.45,8.24
-1.82,-2.49,10.04
-1.3,-2.95,10.27
-0.15,-2.18,9.6
0.48,-1.95,9.89
0.15,-2.2,9.85
0.15,-2.32,9.5
-0.08,-2.51,9.5
0.1,-1.4,9.27
-0.13,-1.44,9.9
0.06,-1.67,9.62
0.19,-1.19,10.1
-0.19,-0.17,9.79
-0.56,-1.63,10.67
0.1,-0.86,10.46
-0.08,0.54,10.29
-0.61,0.9,9.73
-1.25,0.8,9.33
0.46,1.15,8.53
-0.82,1.3,9.22
-0.69,9.92,-0.73
-0.75,11.23,-2.51
-3.68,8.56,-2.26
-0.82,14.52,-3.24
0.84,17.82,-4.73
-0.33,12.17,-3.16
-0.65,4.83,0.84
-0.63,-0.61,6.71
0.84,-0.67,2.84
3.87,8.87,0.9
6.34,14.66,-2.49
2.76,11.67,-1.78
3.97,24.64,-1.69
4.73,19.87,-1.86
4.81,16.05,-2.59
6.4,16.53,-1.57
7.34,16.88,-2.55
4.2,14.85,-2.78
1.26,9.18,-0.88
-0.73,6.05,1.11
-1.67,3.72,1.67
-1.69,2.11,2.01
-0.88,1.4,2.34
0.17,5.52,2.32
3.45,9.58,0.75
3.54,12.34,-2.62
2.7,11.27,-3.33
2.03,9.12,-2.3
2.32,6.38,-0.33
4.94,8.66,0.04
4.83,10.06,-1.03
5.12,12.03,-1.21
6.02,14.25,-0.63
5.58,15.98,-0.08
3.47,14.81,0.59
3.47,14.81,0.59
3.45,10.75,1.11
3.03,14.33,0.82
2.7,17.47,-0.48
3.53,16.55,1.3
3.39,14.56,2.18
2.28,13.28,1.4
3.95,11.21,0.21
5.8,12.15,-0.44
7.36,13.7,0.1
6.95,11.95,-0.42
7.15,8.6,0.57
5.96,6.05,3.95
9.12,9.85,3.64
6.76,9.62,1.28
4.54,9.43,0.42
4.1,13.85,-0.94
4.81,18.53,-2.03
5.5,20.71,-0.82
6.46,15.4,0.02
4.69,13.97,-1.03
4.04,10.52,-0.57
7.57,9.5,-2.38
5.33,10.52,-1.63
4.89,9.37,0.38
4.94,6.59,2.62
3.31,4.27,3.68
-0.44,1.61,4.64
-1.86,-2.34,5.36
-0.19,-5.25,9.75
3.37,-1.93,10.65
7.64,-1.78,8.22
6.94,-1.02,10.15
5.13,-2.49,10.08
2.13,-2.07,8.45
1.26,-3.74,7.78
1.74,-4.71,7.26
0.94,-4.25,6.32
0.5,-2.7,7.87
-0.08,-1.38,7.2
-0.61,-1.4,7.38
-0.13,-2.68,7.51
1.42,-2.55,8.1
-0.46,-0.13,9.75
0.75,-0.36,9.81
-0.92,0.04,10.77
0.44,-0.69,10.04
0.88,-0.57,10.35
0.77,-0.44,10.04
0.84,-0.46,9.9
1.15,-1.63,8.35
-0.46,-4.62,8.56
0.65,-3.74,7.66
1.61,-4.94,8.53
1.4,-4.58,8.2
1.82,-3.56,8.22
0.52,-3.54,8.54
1.13,-3.3,8.37
2.89,-3.39,9.92
2.07,-2.78,10.36
