-8.72,-4.44,1.44
-2.45,-7.4,0.19
0.08,-5.29,-1.07
1.36,-5.42,-0.5
-12.99,-6.11,2.57
-38.62,-3.33,3.56
-34.73,7.74,2.13
-12.43,6.99,-0.61
-9.18,1.42,0.75
-5.35,4.06,0.86
3.12,4.56,-1.15
5.73,4.73,-2.34
4.39,4.83,-1.78
-0.36,8.14,1.78
-18.66,12.86,3.93
-26.02,13.68,7.64
-21.82,5.21,7.11
-14.04,0.27,3.85
-6.57,-4.58,0.73
-4.16,-6.57,1.84
-4.33,-5.8,0.88
-2.97,-4.56,0.1
-9.41,-3.14,2.07
-20.29,-4.6,4.62
-31.96,3.07,3.43
-20.5,6.86,3.49
-16.15,4.33,3.85
-9.73,4.87,2.13
-2.8,4.64,0.77
2.57,4.44,0.15
6.78,4.85,-1.38
5.61,5.1,-1.44
4.33,6.42,4.41
-28.12,18.41,10.5
-34.54,11.49,12.8
-12.22,0.11,8.87
-9.67,-7.07,5.31
-8.53,-4.04,4.08
-3.62,-5.67,2.78
-0.13,-4.35,1.55
0.13,-3.16,0.61
-4.89,-5.33,1.76
-23.68,-8.24,5.29
-33.41,10.63,4.25
-15.1,2.84,2.15
-11.32,1.78,0.86
-10.27,3.05,0.56
-4.29,4.23,-1.21
0.71,5.19,-2.41
1.59,3.7,-1.05
-5.96,3.01,4.41
-12.28,6.82,7.85
-16.13,6.34,11.07
-13.09,2.03,11.32
-9.77,0.04,9.06
-5.5,-2.22,6.92
-2.91,-2.53,5.31
-2.74,-2.11,4.08
-4.48,-1.63,3.31
-8.2,-2.8,4
-19.58,-4.6,6.23
-29.22,8.87,5.5
-19.77,11.05,3.47
-11.78,5.65,2.61
-10.27,4.75,1.59
-4.5,3.51,0.8
0.29,3.28,-0.25
3.07,1.34,-0.96
3.7,2.01,-0.44
-7.64,9.96,9
-28.01,26.74,11.42
-14.37,4.83,12.97
-12.91,3.64,8.85
-4.02,-1.82,3.33
-1.19,-7.74,0.25
0.36,-4.39,-0.69
-1.19,-3.16,0.71
-4.56,-1.95,3.01
-17.4,-4.58,9
-30.16,-0.9,11.63
-26.07,11.76,6.07
-13.6,2.3,4.29
-7.84,2.53,2.07
-0.06,3.28,-0.36
7.18,3.91,-1.72
3.89,2.13,-2.13
4.6,6.15,-0.79
-12.24,13.09,7.68
-36.38,23.62,13.77
-19.2,6.97,11.49
-13.81,-1.11,7.18
-9.12,-7.2,3.87
-3.74,-8.85,1.23
-0.11,-6.99,-0.5
1.32,-7.13,-1.09
-1.84,-5.46,0.17
-16.84,-3.89,5.13
-32.99,-8.95,10.21
-31.96,6.86,9.43
-11.84,4.1,4.48
-9.94,4.66,3.37
-9.39,-6.78,0.75
-2.43,-6.51,-0.71
-2.36,-4.81,0.15
-2.93,-4.41,-0.06
-11.65,-4.5,3.01
-27.05,-4.64,5.36
-34.87,3.98,3.28
-24.89,10.23,1.74
-12.87,5.71,1.71
-4.69,4.02,1.13
0.63,5,-0.42
6.57,5.08,-3.12
3.53,4.21,-4.73
1.61,6.02,-3.05
-5.1,9.22,2.32
-27.84,14.25,5.08
-32.99,5.1,6.44
-21.02,-1.44,6.4
-10.04,-6.57,3.89
-3.58,-7.13,2.07
-0.38,-6.49,0.57
1.17,-5.88,-0.13
-0.13,-5.13,0.36
-6.63,-4.66,2.34
-27.13,-6.74,7.26
-38.7,0.57,6
-21.21,7.45,3.77
-15.27,2.61,2.68
-8.68,4.56,0.59
1.34,6.74,-2.41
6.71,5.59,-3.47
6.3,5.29,-3.56
-1.46,4.83,2.28
-15.12,7.24,6.28
-31.78,8.81,9.81
-25.31,1.44,10.17
-12.05,-2.97,7.11
-4.81,-4.18,5.21
-0.98,-5.58,3.05
0.04,-4.87,1.88
-0.65,-4.52,0.65
-4.66,-6.17,2.22
-25.52,-6.48,4.23
-36.99,9.52,4.39
-17.7,7.7,3.01
-11.59,3.35,2.87
-9,2.16,2.26
-3.74,2.78,0.71
0.1,3.6,-1.46
0.23,3.43,-1.09
-3.54,1.38,1.19
-10.29,4.41,5.17
-14.29,5.52,8.14
-17.78,1.92,11.69
-13.79,3.51,10.27
-4.66,0.17,7.93
-1.46,-1.4,6.92
-1.4,-2.74,5.13
-2.28,-3.49,4.18
-5.02,-3.72,3.64
-14.1,-4.23,5
-24.04,-0.19,6.32
-29.79,10.73,5.92
-19.52,4.92,3.64
-13.64,5.79,2.03
-7.13,5.92,1.11
1.46,4.67,-1.02
4.16,2.87,-2.26
4.67,2.3,-0.11
-6.67,6.32,9.85
-27.65,22.2,12.11
-20.12,4.08,14.25
-15.63,-1.61,9.35
-8.76,-3.85,5.59
-0.92,-6.46,0.79
1.53,-4.83,-0.34
2.49,-3.87,-1.4
-0.92,-3.51,0.08
-19.66,-5.69,8.37
-30.48,-1.49,11.9
-24.06,6.28,9.12
-17.93,1.78,7.22
-8.81,4.35,3.05
1.67,4.94,-0.56
4.83,3.66,-2.26
3.49,2.64,-2.36
0.9,6.02,-0.67
-16.48,14.16,10.21
-25.25,15.56,14.98
-21.97,5.59,14.35
-12.05,-1.97,8.12
-6.4,-9.23,3.47
-0.77,-5.98,1.02
1.67,-5.54,-1.13
1.46,-4.94,-0.79
-1.72,-3.41,1.36
-13.51,-3.1,10.17
-33.6,-5.69,20.08
-23.09,15.46,14.6
-12.45,2.97,9.5
-11.04,6.28,5.48
