-9.66000,-2.22000,-0.40000
-9.62000,-2.16000,-0.57000
-9.73000,-2.22000,-0.42000
-9.52000,-2.11000,-0.56000
-9.69000,-2.32000,-0.61000
-9.79000,-2.34000,-0.44000
-9.69000,-2.20000,-0.33000
-9.64000,-2.32000,-0.33000
-9.75000,-2.24000,-0.25000
-9.66000,-2.30000,-0.42000
-9.67000,-2.30000,-0.21000
-9.52000,-2.16000,-0.69000
-9.58000,-2.16000,-0.52000
-9.66000,-2.11000,-0.52000
-9.71000,-2.22000,-0.23000
-9.75000,-2.30000,-0.29000
-9.54000,-2.22000,-0.57000
-9.75000,-2.15000,-0.57000
-9.77000,-2.18000,-0.42000
-9.48000,-2.20000,-0.48000
-9.75000,-2.22000,-0.40000
-9.62000,-2.20000,-0.38000
-9.62000,-2.22000,-0.46000
-9.75000,-2.09000,-0.54000
-9.66000,-2.30000,-0.38000
-9.69000,-2.34000,-0.44000
-9.73000,-2.11000,-0.54000
-9.48000,-2.05000,-0.54000
-9.69000,-2.13000,-0.63000
-9.48000,-2.11000,-0.40000
-9.85000,-2.20000,-0.42000
-9.69000,-2.24000,-0.29000
-9.69000,-2.13000,-0.46000
-9.62000,-2.16000,-0.56000
-9.62000,-2.15000,-0.29000
-9.66000,-2.16000,-0.25000
-9.64000,-2.15000,-0.48000
-9.62000,-2.09000,-0.56000
-9.66000,-2.18000,-0.21000
-9.71000,-1.97000,-0.63000
-9.62000,-2.18000,-0.42000
-9.75000,-2.20000,-0.36000
-9.54000,-2.07000,-0.67000
-9.77000,-2.15000,-0.38000
-9.62000,-2.09000,-0.63000
-9.64000,-1.97000,-0.69000
-9.62000,-2.07000,-0.52000
-9.75000,-2.15000,-0.59000
-9.60000,-2.18000,-0.48000
-9.73000,-2.13000,-0.50000
-9.56000,-2.09000,-0.44000
-9.69000,-2.09000,-0.50000
-9.73000,-2.09000,-0.38000
-9.66000,-2.18000,-0.40000
-9.60000,-2.24000,-0.46000
-9.66000,-2.11000,-0.57000
-9.67000,-2.18000,-0.52000
-9.69000,-2.15000,-0.31000
-9.69000,-2.09000,-0.42000
-9.75000,-2.13000,-0.48000
-9.66000,-2.24000,-0.40000
-9.71000,-2.16000,-0.59000
-9.56000,-2.13000,-0.31000
-9.66000,-2.16000,-0.25000
-9.50000,-2.22000,-0.57000
-9.75000,-2.22000,-0.40000
-9.71000,-2.09000,-0.65000
-9.58000,-2.11000,-0.46000
-9.56000,-2.11000,-0.40000
-9.71000,-2.16000,-0.50000
-9.66000,-2.18000,-0.33000
-9.83000,-2.13000,-0.42000
-9.62000,-2.16000,-0.50000
-9.60000,-2.22000,-0.56000
-9.58000,-2.16000,-0.50000
-9.58000,-2.20000,-0.31000
-9.73000,-2.09000,-0.61000
-9.60000,-2.20000,-0.54000
-9.75000,-2.18000,-0.31000
-9.52000,-2.15000,-0.44000
-9.64000,-2.18000,-0.40000
-9.75000,-2.15000,-0.57000
-9.79000,-2.16000,-0.34000
-9.58000,-2.03000,-0.59000
-9.67000,-2.15000,-0.44000
-9.69000,-2.24000,-0.40000
-9.54000,-2.20000,-0.38000
-9.73000,-2.20000,-0.42000
-9.71000,-2.03000,-0.50000
-9.52000,-2.18000,-0.42000
-9.73000,-2.18000,-0.23000
-9.69000,-2.28000,-0.48000
-9.62000,-2.09000,-0.69000
-9.67000,-2.09000,-0.67000
-9.62000,-2.28000,-0.44000
-9.58000,-2.15000,-0.63000
-9.75000,-2.22000,-0.54000
-9.62000,-2.18000,-0.31000
-9.67000,-2.26000,-0.63000
-9.64000,-2.22000,-0.54000
-9.71000,-2.11000,-0.48000
