7.45,5.15,0.54
15.31,0.61,-3.22
11.36,-9.02,-6.61
7.11,-8.41,-4.21
4.77,0.57,-2.15
2.95,6.15,0.48
-1.59,7.11,4.21
-1.25,30.04,4.81
4.12,39.08,3.76
-9.33,20.56,5.4
-4.6,11.46,2.76
-5.13,10.02,2.03
-6.02,8.28,3.35
-5.4,6.53,2.07
-5.38,3.89,0.63
-5.9,1.15,-0.98
-5.52,0.46,-6.05
-6.78,1.25,-6.03
-9.94,24.6,-9.39
-1.21,38.49,-12.15
-2.16,32.13,-9.46
0.82,18.78,-11.34
-0.13,19.01,-7.55
1.99,17.01,-6.65
2.32,10.63,-4.77
0.63,9.56,-1.25
-2.49,9.62,2.49
-0.96,5.69,1.48
-3.24,5.54,1.65
-0.71,4.02,-1.44
1.38,-0.11,-2.57
2.32,-0.29,-3.89
4.89,-1.84,-5.4
5.98,1.97,-1.86
6.67,8.26,3.72
16.48,25.14,6.46
6.65,39.08,0.1
-5.23,39.08,10.1
-0.79,3.14,1.07
-0.79,0.11,-2.22
-8.16,1.53,-2.66
-18.2,-1.38,-4.27
-9.92,-1.71,-3.14
-9.27,19.5,0.79
-6.19,32.49,-4.18
-5,38.35,-5.08
-3.08,30.37,-2.78
1.8,20.98,-1.44
4.85,11.55,0.57
10.36,5.9,1.28
13.66,-3.56,-2.91
9.39,-9.37,-2.76
5.12,-5.04,-0.08
5.12,-0.59,0
5.42,7.76,3.45
3.62,14.43,6.4
2.36,38.41,1.48
-5.25,39.08,2.3
-8.33,28.24,1.53
-4.92,7.66,-3.79
-6.3,-3.31,-4.56
-11.78,-2.07,-2.15
-12.68,-2.7,-4.18
-8.87,-3.56,-3.93
-7.87,8.43,-1.25
-10.81,31.07,-2.09
-8.16,39.08,-0.77
-0.33,31.53,-0.46
1.02,14.94,0.84
5.4,8.53,0.88
8.12,2.62,-0.77
13.01,-5.98,-5.1
7.93,-6.72,-3.76
6.11,-3.98,-2.51
5.38,3.72,-0.08
2.78,11.74,5.54
-5.77,20.71,8.76
-0.57,31.8,5.33
-5.8,35.21,10.29
-4.85,17.99,4.62
-7.64,-0.52,1.05
-7.61,1.28,0.71
-7.24,-0.02,-2.24
-6.36,0.63,-0.27
-7.17,5.27,1.42
-17.51,21.5,16.5
-12.45,25.06,17.68
-3.89,15.5,12.17
-3.97,8.74,10.21
1.71,6.76,4.89
4.21,2.39,2.74
2.18,-0.67,2.74
1.95,-1.15,4.29
2.85,-0.65,6.07
1.57,-4.21,4.79
1.74,-3.14,7.11
-1.55,-7.7,7.85
1.93,-7.78,6
-0.82,-5.73,5.75
-2.49,-9.23,9.35
3.79,-9.43,9.66
