6.21,-1.42,-0.34
5.98,2.47,-1.23
3.62,1.11,0.08
3.6,-5.21,0.42
-3.24,-37.09,-6.17
-8.14,-28.83,-3.66
-7.13,-15.84,0.04
-6.19,-6.3,-0.31
-4.89,-0.79,-0.63
-5.12,5.82,0.31
-6.3,10.06,1.49
-5.36,3.58,1.15
-10.08,-9.81,2.01
-12.13,-30.6,-4.44
2.32,-31.23,-1.05
-2.11,-15.33,0.4
3.18,-7.91,-0.29
6.09,-2.72,-0.94
5.48,1.78,0.94
2.28,0.31,1.4
2.15,-4.56,0.1
3.85,-11.76,-0.54
-0.36,-35.85,-6.55
-3.95,-21.53,-2.24
-6.26,-13.66,-0.84
-5.04,-5.21,-0.44
-4.64,-0.79,-0.59
-5.67,3.01,-0.67
-5.96,7.28,-0.25
-4.52,4.69,3.41
-13.03,-18.49,-4.71
-6.44,-37.4,-11.46
3.45,-23.37,-2.66
-0.9,-13.14,-0.23
2.84,-5.58,-1.38
8.22,0.48,-2.03
6.74,4.6,0.02
1.03,-0.71,1.13
0.21,-10.73,-0.9
5.88,-26.07,-7.22
0.92,-29.33,-10.33
-9.77,-24.48,-8.07
-3.16,-5.75,-1.67
-2.61,-1.55,-1.88
-6.46,1.26,-1.21
-11.05,5.59,-0.92
-7.15,5.29,1.32
-2.43,-0.08,1
-5.86,-18.43,-1.65
-2.89,-33.6,-8.08
-0.44,-19.83,-1.57
1.99,-13.3,-0.86
3.93,-6.61,-1.38
4.21,-1.49,0.44
3.53,-0.5,1.21
4.29,-4.75,-0.11
3.51,-9.71,-1.61
1.74,-12.57,-3.05
0.96,-15.31,-5.67
-1.48,-19.89,-7.59
-3.05,-14.64,-6.02
-3.1,-11.32,-4.27
-2.45,-8.56,-2.61
-1.9,-5.29,-1.19
-1.42,-4.06,-0.31
-0.79,-3.81,0.23
-1.97,-5.84,0.48
-1.67,-9.25,0.4
-0.48,-11.84,0.79
-0.61,-13.54,0.48
-0.54,-14.58,0.44
0.23,-10.86,1.57
0.57,-6.69,1.65
0.5,-5.42,1.71
0.61,-6.84,1.32
0.56,-9.23,1
-1,-12.11,0.44
-0.71,-11.9,0.06
-1.95,-11.4,-0.65
-1.88,-8.43,0.8
-2.55,-8.64,0.42
-1.92,-9.48,-0.27
-2.41,-7.89,0.06
-2.36,-8.3,0.1
-0.96,-10.17,-0.4
-0.42,-11.19,-0.25
0.48,-10.15,0.02
0.73,-11.25,0.21
0.56,-10.63,0.25
0.5,-10,0.31
0.63,-9.41,0.54
0.08,-7.99,0.98
0.04,-5.94,1.25
-2.34,-5.35,1.95
-5.21,-5.17,1.48
-6.67,-3.79,3.51
-14.58,-11.34,4.89
-14.56,-15.96,4.48
-4.83,-12.45,3.79
-0.9,-15.67,1.23
1.57,-10.4,1.53
